Category,Message
ham,aight ive been set free think you could text me blakes address it occurs to me im not quite as sure what im doing as i thought i was
ham,"\gimme a few\"" was  ltgt  minutes ago"""
ham,at home watching tv lor
ham,how much is torch in ja
ham,u should have made an appointment
ham,goodmorningmy grandfather expiredso am on leave today
ham,pls confirm the time to collect the cheque
ham,thank you so much when we skyped wit kz and sura we didnt get the pleasure of your company hope you are good weve given you ultimatum oh we are countin down to aburo enjoy this is the message i sent days ago
ham,depends on quality if you want the type i sent boye faded glory then about  if you want ralphs maybe 
ham,hey what are you doing y no reply pa
ham, nightswe nt staying at port step liaotoo ex
ham,anything is valuable in only  situations first before getting it second after loosing it
ham,did you say bold then torch later or one torch and bold
ham,its a part of checking iq
ham,new theory argument wins d situation but loses the person so dont argue with ur friends just    kick them amp say im always correct
ham,\hey sorry i didntgive ya a a bellearlier hunny
ham,come around  ltdecimalgt pm vikkyim otside nw il come by tht time
ham,u wake up already thanx  e tau sar piah its quite nice
ham,the world is running and i am stillmaybe all are feeling the sameso be itor i have to admiti am madthen where is the correctionor let me call this is lifeand keep running with the worldmay be u r also runninglets run
spam,congrats  mobile g videophones r yours call  now videochat wid ur mates play java games dload polyph music noline rentl bx ip we p
ham,tell dear what happen to you why you talking to me like an alian
ham,yoyyooo u know how to change permissions for a drive in mac my usb flash drive
ham,u can call me now
ham,why did i wake up on my own gt
ham,no but the bluray player can
ham,u 
ham,gud gudk chikku tke care sleep well gud nyt
ham,"beautiful truth against gravity read carefully \our heart feels light when someone is in it but it feels very heavy when someone leaves it\"" good night"""
ham,have a good evening ttyl
ham,hey now am free you can call me
ham,im an actor when i work i work in the evening and sleep late since im unemployed at the moment i always sleep late when youre unemployed every day is saturday
ham,yes da any plm at ur office
ham,y so late but i need to go n get da laptop
ham,yeah i can still give you a ride
ham,dear i have reache room
ham,im job profile seems like bpo
ham,wat makes u thk ill fall down but actually i thk im quite prone  falls lucky my dad at home i ask him come n fetch me already
ham,jay wants to work out first hows  sound
ham,may i call you later pls
ham,boo hows things im back at home and a little bored already 
ham,hahahause your brain dear
ham,i cant i dont have her number
ham,we have sent jd for customer service cum accounts executive to ur mail id for details contact us
spam,dear voucher holder to claim this weeks offer at you pc please go to httpwwwetlpcoukreward tscs apply
ham,i dont have anybodys number i still havent thought up a tactful way to ask alex
ham,cause im not freaky lol
ham,my sister cleared two round in birla soft yesterday
ham,booked ticket for pongal
spam,someonone you know is trying to contact you via our dating service to find out who it could be call from your mobile or landline  boxskch 
ham,if you ask her or she say any please message
ham,yes that will be fine love you be safe
ham,sorry was in the bathroom sup
ham,havent stuck at orchard in my dads car going  dinner now u leh so r they free tonight
ham,hows my loverboy doing  what does he do that keeps him from coming to his queen hmmm  doesnt he ache to speak to me  miss me desparately 
ham,oh i was thkin of goin yogasana at  den no nd to go at  den can rush to parco  nb okie lor u call me when ready
ham,i have  sleeping bags  blanket and paper and  phone details anything else
ham,just making dinner you 
ham,im tired of arguing with you about this week after week do what you want and from now on ill do the same
ham,sorry ill call later ok bye
ham,maybe if you woke up before fucking  this wouldnt be a problem
ham,im just wondering what your doing right now
ham,ah well that confuses things doesnt it
ham,then _ wait  me at bus stop aft ur lect lar if i dun c _ then i go get my car then come back n pick _
ham,hello just got here st andrewsboy its a long way its cold i will keep you posted
ham,im in inperialmusic listeningthe weirdest track ever byleafcutter johnsounds like insects being molestedsomeone plumbingremixed by evil men on acid
ham,i thk _ gotta go home by urself cos ill b going out shopping  my frens present 
ham,wow so healthy old airport rd lor cant thk of anything else but ill b bathing my dog later
ham,either way works for me i am  ltgt  years old hope that doesnt bother you
ham,haha mayb ure rite u know me well da feeling of being liked by someone is gd lor u faster go find one then all gals in our group attached liao
spam,sorry i missed your call lets talk when you have the time im on 
ham,its that time of the week again ryan
ham,havent still waitin as usual  come back sch oredi
ham,your opinion about me  over  jada  kusruthi  lovable  silent  spl character  not matured  stylish  simple pls reply
ham,as in different styles
ham,i can but it will tell quite long cos i havent finish my film yet
ham,really do hope the work doesnt get stressful have a gr day
ham,hi elaine is todays meeting confirmed
spam,dear uve been invited to xchat this is our final attempt to contact u txt chat to 
ham,no yes please been swimming
ham,a bit of ur smile is my hppnss a drop of ur tear is my sorrow a part of ur heart is my life a heart like mine wil care for u forevr as my goodfriend
ham,sorry  was at the grocers
ham,just taste fish curry p
ham,cab is availablethey pick up and drop at door steps
ham,yup leaving right now be back soon
ham,u know we watchin at lido
ham,hi the way i was with u day is the normal waythis is the real me ur uniquei hope i know u  the rest of mylife hope u find wot was lost
ham,at home watching tv lor
spam,do you want a new video phone anytime any network mins  text for only five pounds per week call  now or reply for delivery tomorrow
ham,since when which side any fever any vomitin
ham,compliments to you was away from the system how your side
ham,as in missionary hook up doggy hook up standing
ham,yupz ive oredi booked slots  my weekends liao 
spam,you have won a guaranteed  award or even  cashto claim ur award call free on    stop getstop on  php rg jx
ham,alright if youre sure let me know when youre leaving
ham,night has ended for another day morning has come in a special way may you smile like the sunny rays and leaves your worries at the blue blue bay gud mrng
